utterance_id,audio_path,language,speaker_id,gender,transcription_raw,duration_sec,noise_level_db,collection_source,quality_flag,transcription_normalized
utt_1009,s3://india-speaks/raw/ml/utt_1009.wav,te,6ddbe3ad,M,hai aapka mera naam hai ho,2.86,42.54,studio,1,hai aapka mera naam hai ho
utt_1010,s3://india-speaks/raw/ta/utt_1010.wav,pa,83370b3f,F,naam aaya naam aapka ho hai,0.67,26.69,studio,1,naam aaya naam aapka ho hai
utt_1011,s3://india-speaks/raw/hi/utt_1011.wav,ml,ee08c0cc,F,swagat dilli dilli hu swagat hu ho hu,2.98,50.12,crowdsourced,1,swagat dilli dilli hu swagat hu ho hu
utt_1013,s3://india-speaks/raw/te/utt_1013.wav,ml,e5cbbe2a,Other,naam ho kaise hu,1.89,52.64,crowdsourced,-1,naam ho kaise hu
utt_1016,s3://india-speaks/raw/ml/utt_1016.wav,en,ce62477c,Other,aaya naam swagat swagat,4.61,22.71,studio,1,aaya naam swagat swagat
utt_1017,s3://india-speaks/raw/gu/utt_1017.wav,ta,7fc9d3b0,M,naam hai namaste se swagat hai kaise ho,4.48,51.12,crowdsourced,1,naam hai namaste se swagat hai kaise ho
utt_1018,s3://india-speaks/raw/kn/utt_1018.wav,ta,2f0a0714,F,swagat swagat swagat hai swagat ho dilli hu,4.66,22.41,crowdsourced,1,swagat swagat swagat hai swagat ho dilli hu
utt_1020,s3://india-speaks/raw/en/utt_1020.wav,bn,4c0dd2b7,M,namaste kaise ho hai,1.11,53.92,studio,1,namaste kaise ho hai
utt_1021,s3://india-speaks/raw/kn/utt_1021.wav,en,ca661ef9,F,dilli mera naam naam,1.55,51.16,crowdsourced,1,dilli mera naam naam
utt_1022,s3://india-speaks/raw/mr/utt_1022.wav,hi,e06ebdcd,Other,namaste kaise hai mera naam dilli ho aaya hu naam,2.96,57.75,studio,1,namaste kaise hai mera nam dilli ho aya hu nam
utt_1023,s3://india-speaks/raw/mr/utt_1023.wav,ta,277aa38f,M,ho hu aaya naam ho dilli naam hai aaya,4.1,40.76,studio,1,ho hu aaya naam ho dilli naam hai aaya
utt_1026,s3://india-speaks/raw/gu/utt_1026.wav,ml,a12d43c4,F,hu namaste namaste swagat hai,2.52,35.05,studio,1,hu namaste namaste swagat hai
utt_1029,s3://india-speaks/raw/bn/utt_1029.wav,ta,449ebde7,Other,hai mera hai ho hai dilli aapka,0.61,43.49,call-center,-1,hai mera hai ho hai dilli aapka
utt_1030,s3://india-speaks/raw/ta/utt_1030.wav,en,605f2b3d,Other,ho aaya se dilli hai ho,3.9,20.86,studio,1,ho aaya se dilli hai ho
utt_1031,s3://india-speaks/raw/en/utt_1031.wav,ml,5417175f,F,kaise mera dilli swagat kaise,4.96,55.33,crowdsourced,-1,kaise mera dilli swagat kaise
utt_1032,s3://india-speaks/raw/ur/utt_1032.wav,mr,c088d61a,M,mera se swagat naam,0.99,27.02,studio,-1,mera se swagat naam
utt_1033,s3://india-speaks/raw/bn/utt_1033.wav,ur,2f79c742,F,swagat namaste swagat aapka se,1.77,35.11,studio,1,swagat namaste swagat aapka se
utt_1034,s3://india-speaks/raw/gu/utt_1034.wav,ml,84c611d2,F,,2.87,29.64,studio,1,nan
utt_1035,s3://india-speaks/raw/ta/utt_1035.wav,ur,b3068c7e,Other,namaste dilli aaya mera,2.65,38.42,call-center,-1,namaste dilli aaya mera
utt_1036,s3://india-speaks/raw/pa/utt_1036.wav,ta,8d8f0570,M,swagat dilli mera namaste swagat mera mera aapka ho se,4.04,21.59,studio,-1,swagat dilli mera namaste swagat mera mera aapka ho se
utt_1039,s3://india-speaks/raw/en/utt_1039.wav,ml,8e0030d2,F,swagat se dilli hu hai hu,1.41,42.79,call-center,-1,swagat se dilli hu hai hu
utt_1040,s3://india-speaks/raw/bn/utt_1040.wav,pa,3913e6b2,M,kaise swagat naam,3.0,52.39,studio,-1,kaise swagat naam
utt_1042,s3://india-speaks/raw/hi/utt_1042.wav,ml,577612be,Other,hai naam hai swagat hai dilli hai,1.47,52.62,crowdsourced,-1,hai naam hai swagat hai dilli hai
utt_1047,s3://india-speaks/raw/ur/utt_1047.wav,ur,8c54f24e,Other,aapka namaste hai hu aapka kaise,2.7,33.45,studio,-1,aapka namaste hai hu aapka kaise
utt_1048,s3://india-speaks/raw/ml/utt_1048.wav,hi,d6ca8b32,Other,naam swagat aaya,4.01,37.28,studio,-1,nam swagat aya
utt_1050,s3://india-speaks/raw/te/utt_1050.wav,mr,19f3839c,M,swagat hai ho namaste se dilli hu dilli,0.57,25.4,call-center,1,swagat hai ho namaste se dilli hu dilli
utt_1051,s3://india-speaks/raw/hi/utt_1051.wav,te,75b2b416,F,hu hai ho aapka naam se kaise,4.12,37.72,crowdsourced,-1,hu hai ho aapka naam se kaise
utt_1055,s3://india-speaks/raw/pa/utt_1055.wav,pa,665c4ef6,Other,aapka hai dilli ho mera,2.59,44.31,call-center,1,aapka hai dilli ho mera
utt_1056,s3://india-speaks/raw/mr/utt_1056.wav,ur,8cd7595b,M,aapka se hai,4.22,30.17,studio,-1,aapka se hai
utt_1057,s3://india-speaks/raw/en/utt_1057.wav,kn,75326248,F,ho aapka swagat aapka dilli ho dilli hai hu,2.02,55.93,crowdsourced,-1,ho aapka swagat aapka dilli ho dilli hai hu
utt_1058,s3://india-speaks/raw/ta/utt_1058.wav,hi,61bffd5b,F,swagat hai dilli namaste naam ho,0.58,30.69,crowdsourced,1,swagat hai dilli namaste nam ho
utt_1059,s3://india-speaks/raw/kn/utt_1059.wav,hi,5a391598,F,hai ho aaya,3.3,46.46,call-center,-1,hai ho aya
utt_1060,s3://india-speaks/raw/ml/utt_1060.wav,ur,cb8c7915,M,aapka se swagat aapka,2.31,44.15,crowdsourced,-1,aapka se swagat aapka
utt_1061,s3://india-speaks/raw/te/utt_1061.wav,mr,207c6623,F,,3.58,49.12,studio,1,nan
utt_1062,s3://india-speaks/raw/ur/utt_1062.wav,kn,37eeefc0,F,hai aapka kaise namaste hai hu aapka hai aapka,4.29,43.72,crowdsourced,1,hai aapka kaise namaste hai hu aapka hai aapka
utt_1064,s3://india-speaks/raw/ta/utt_1064.wav,ur,61a5d50f,M,se swagat hai,2.74,40.69,studio,-1,se swagat hai
utt_1065,s3://india-speaks/raw/mr/utt_1065.wav,mr,8a038ef7,Other,se naam se se swagat,3.08,27.35,crowdsourced,-1,se naam se se swagat
utt_1068,s3://india-speaks/raw/bn/utt_1068.wav,pa,e427e0ce,Other,,2.35,32.11,studio,1,nan
utt_1069,s3://india-speaks/raw/ml/utt_1069.wav,gu,7528c92d,F,ho kaise swagat,1.77,47.69,call-center,1,ho kaise swagat
utt_1072,s3://india-speaks/raw/hi/utt_1072.wav,bn,54befcea,M,swagat dilli hai,1.04,21.29,studio,-1,swagat dilli hai
utt_1073,s3://india-speaks/raw/en/utt_1073.wav,pa,ef88e826,Other,namaste kaise aaya hu,4.79,39.06,crowdsourced,1,namaste kaise aaya hu
utt_1074,s3://india-speaks/raw/te/utt_1074.wav,ur,59341db2,M,kaise aaya kaise namaste ho hai hu kaise ho swagat,3.96,34.2,studio,-1,kaise aaya kaise namaste ho hai hu kaise ho swagat
utt_1075,s3://india-speaks/raw/ur/utt_1075.wav,bn,5729c2e8,M,se aapka se mera namaste namaste namaste aapka se aapka,0.99,59.69,call-center,-1,se aapka se mera namaste namaste namaste aapka se aapka
utt_1076,s3://india-speaks/raw/en/utt_1076.wav,te,b9735c5a,Other,naam aapka ho dilli aapka swagat mera naam mera,4.61,51.7,call-center,1,naam aapka ho dilli aapka swagat mera naam mera
utt_1077,s3://india-speaks/raw/ta/utt_1077.wav,mr,7418a3e4,M,ho aapka namaste dilli hu dilli mera swagat,0.98,27.96,call-center,1,ho aapka namaste dilli hu dilli mera swagat
utt_1079,s3://india-speaks/raw/ta/utt_1079.wav,en,2880d2bd,F,namaste dilli kaise hu se hai,1.53,54.62,studio,1,namaste dilli kaise hu se hai
utt_1080,s3://india-speaks/raw/mr/utt_1080.wav,en,abd3e8df,F,mera swagat ho aapka swagat namaste ho,1.51,25.54,studio,-1,mera swagat ho aapka swagat namaste ho
utt_1081,s3://india-speaks/raw/ta/utt_1081.wav,bn,966b874d,M,ho dilli naam mera swagat naam kaise hu,3.19,43.82,studio,-1,ho dilli naam mera swagat naam kaise hu
utt_1083,s3://india-speaks/raw/ur/utt_1083.wav,en,b849ab3e,Other,se aapka naam mera se dilli mera namaste hu,4.15,45.56,studio,-1,se aapka naam mera se dilli mera namaste hu
utt_1085,s3://india-speaks/raw/en/utt_1085.wav,ur,773d981e,Other,namaste hai naam,3.0,46.29,crowdsourced,-1,namaste hai naam
utt_1086,s3://india-speaks/raw/ta/utt_1086.wav,gu,fea5e660,F,se naam dilli dilli,2.85,57.29,crowdsourced,-1,se naam dilli dilli
utt_1087,s3://india-speaks/raw/mr/utt_1087.wav,ur,69518ae9,F,kaise hai dilli,1.78,29.47,studio,1,kaise hai dilli
utt_1088,s3://india-speaks/raw/kn/utt_1088.wav,hi,a1d2a602,F,namaste naam mera se hai,1.22,52.02,call-center,1,namaste nam mera se hai
utt_1089,s3://india-speaks/raw/hi/utt_1089.wav,kn,f3981c19,Other,hu ho naam hu hai hai swagat naam hai se,2.45,42.87,call-center,1,hu ho naam hu hai hai swagat naam hai se
utt_1090,s3://india-speaks/raw/te/utt_1090.wav,pa,bc877694,M,aapka aaya hu aapka mera hu mera,1.62,27.29,crowdsourced,-1,aapka aaya hu aapka mera hu mera
utt_1091,s3://india-speaks/raw/mr/utt_1091.wav,hi,e088ab4f,Other,hai swagat kaise swagat dilli hu,1.47,28.04,studio,-1,hai swagat kaise swagat dilli hu
utt_1092,s3://india-speaks/raw/te/utt_1092.wav,mr,1263f9de,M,naam aaya hu ho namaste dilli aaya,3.4,23.39,crowdsourced,-1,naam aaya hu ho namaste dilli aaya
utt_1093,s3://india-speaks/raw/bn/utt_1093.wav,mr,15a9aa08,M,aaya hu aapka swagat namaste ho aaya se aapka,3.58,41.18,crowdsourced,-1,aaya hu aapka swagat namaste ho aaya se aapka
utt_1094,s3://india-speaks/raw/gu/utt_1094.wav,pa,789bcf09,Other,hai hai hai hai hai,0.87,49.52,call-center,1,hai hai hai hai hai
utt_1095,s3://india-speaks/raw/kn/utt_1095.wav,mr,d1977fdd,Other,hai hai dilli naam,0.97,47.14,crowdsourced,1,hai hai dilli naam
utt_1096,s3://india-speaks/raw/te/utt_1096.wav,ur,6def0061,F,aaya aaya aapka ho namaste se mera naam hai hai,4.44,56.99,crowdsourced,-1,aaya aaya aapka ho namaste se mera naam hai hai
utt_1098,s3://india-speaks/raw/en/utt_1098.wav,ml,e5d0d36f,M,hu hu aaya hai,4.77,41.32,studio,1,hu hu aaya hai
utt_1099,s3://india-speaks/raw/te/utt_1099.wav,kn,3c1b69b1,F,ho aaya kaise mera,2.87,30.05,call-center,-1,ho aaya kaise mera
utt_1100,s3://india-speaks/raw/pa/utt_1100.wav,gu,5a595cc2,M,hu kaise hu naam namaste namaste naam ho kaise hai,1.76,24.06,crowdsourced,1,hu kaise hu naam namaste namaste naam ho kaise hai
utt_1102,s3://india-speaks/raw/ml/utt_1102.wav,ta,c52078df,F,hu mera mera se,3.5,41.87,crowdsourced,-1,hu mera mera se
utt_1103,s3://india-speaks/raw/mr/utt_1103.wav,hi,8196313c,Other,naam ho aaya aapka dilli,1.24,38.33,crowdsourced,1,nam ho aya apka dilli
utt_1105,s3://india-speaks/raw/hi/utt_1105.wav,gu,45cdd61b,F,,3.88,55.14,crowdsourced,-1,nan
utt_1106,s3://india-speaks/raw/hi/utt_1106.wav,ur,384b539a,Other,swagat hai aaya hai naam kaise,0.64,47.26,call-center,1,swagat hai aaya hai naam kaise
utt_1107,s3://india-speaks/raw/en/utt_1107.wav,gu,bafef2b0,Other,se ho se se,1.57,55.37,studio,1,se ho se se
utt_1108,s3://india-speaks/raw/kn/utt_1108.wav,hi,1be59cab,F,swagat hai aaya hu dilli hai naam kaise hai,0.74,51.24,call-center,-1,swagat hai aya hu dilli hai nam kaise hai
utt_1109,s3://india-speaks/raw/bn/utt_1109.wav,en,860d715b,Other,namaste ho kaise namaste namaste naam aapka aapka hu,3.37,59.18,crowdsourced,1,namaste ho kaise namaste namaste naam aapka aapka hu
utt_1110,s3://india-speaks/raw/pa/utt_1110.wav,mr,b710730f,F,se ho naam aapka mera naam,0.7,52.97,studio,-1,se ho naam aapka mera naam
utt_1113,s3://india-speaks/raw/gu/utt_1113.wav,ur,6576d2fe,F,naam dilli dilli kaise,3.98,54.16,studio,-1,naam dilli dilli kaise
utt_1115,s3://india-speaks/raw/pa/utt_1115.wav,en,d36316ba,M,kaise hu namaste,4.49,48.42,call-center,1,kaise hu namaste
utt_1116,s3://india-speaks/raw/ur/utt_1116.wav,gu,7c64d536,M,ho se dilli aaya,2.82,54.87,crowdsourced,-1,ho se dilli aaya
utt_1118,s3://india-speaks/raw/ml/utt_1118.wav,hi,5046ba24,Other,namaste naam ho namaste dilli mera aaya,0.69,55.98,crowdsourced,-1,namaste nam ho namaste dilli mera aya
utt_1119,s3://india-speaks/raw/en/utt_1119.wav,gu,8c90713a,Other,dilli naam naam naam namaste,2.06,32.59,studio,-1,dilli naam naam naam namaste
utt_1121,s3://india-speaks/raw/kn/utt_1121.wav,bn,f191d54f,Other,ho ho aaya aapka,0.62,47.44,studio,1,ho ho aaya aapka
utt_1122,s3://india-speaks/raw/ur/utt_1122.wav,ta,f61b1c82,M,hai aaya hai hu naam hai mera se,4.42,52.34,call-center,1,hai aaya hai hu naam hai mera se
utt_1123,s3://india-speaks/raw/en/utt_1123.wav,pa,bbcb056b,F,dilli naam kaise mera naam hai aaya kaise naam,1.71,24.7,crowdsourced,-1,dilli naam kaise mera naam hai aaya kaise naam
utt_1124,s3://india-speaks/raw/bn/utt_1124.wav,bn,112ce70b,Other,aapka naam dilli,2.6,25.51,call-center,1,aapka naam dilli
utt_1125,s3://india-speaks/raw/pa/utt_1125.wav,gu,e543d612,M,se se hu,4.46,22.49,call-center,-1,se se hu
utt_1128,s3://india-speaks/raw/te/utt_1128.wav,ur,0d9a210d,M,namaste hai naam,2.32,47.75,studio,-1,namaste hai naam
utt_1129,s3://india-speaks/raw/pa/utt_1129.wav,gu,3e5cc2f4,M,mera naam swagat hai kaise kaise aaya,0.52,25.01,call-center,-1,mera naam swagat hai kaise kaise aaya
utt_1130,s3://india-speaks/raw/ml/utt_1130.wav,gu,f1daec14,M,ho ho kaise ho swagat se hu kaise aaya,2.23,46.06,crowdsourced,1,ho ho kaise ho swagat se hu kaise aaya
utt_1131,s3://india-speaks/raw/kn/utt_1131.wav,gu,cfd102bd,Other,kaise aaya naam se kaise kaise swagat se se namaste,0.8,44.04,call-center,-1,kaise aaya naam se kaise kaise swagat se se namaste
utt_1132,s3://india-speaks/raw/kn/utt_1132.wav,hi,94b40a60,F,hai ho kaise aapka hai se kaise hai,4.47,47.1,crowdsourced,1,hai ho kaise apka hai se kaise hai
utt_1133,s3://india-speaks/raw/mr/utt_1133.wav,bn,56d5c98f,F,naam kaise hu namaste hu ho aaya aapka,4.18,39.26,call-center,1,naam kaise hu namaste hu ho aaya aapka
utt_1135,s3://india-speaks/raw/ur/utt_1135.wav,ta,33fbfc2c,F,aapka kaise namaste namaste aapka hai hu aapka aaya,2.58,34.63,studio,-1,aapka kaise namaste namaste aapka hai hu aapka aaya
utt_1136,s3://india-speaks/raw/hi/utt_1136.wav,ur,6aab6b47,Other,mera mera ho namaste dilli hu namaste,4.57,47.22,studio,1,mera mera ho namaste dilli hu namaste
utt_1137,s3://india-speaks/raw/pa/utt_1137.wav,ta,62153aa2,Other,mera mera naam swagat aapka naam aaya kaise hu,0.8,39.55,call-center,1,mera mera naam swagat aapka naam aaya kaise hu
utt_1138,s3://india-speaks/raw/ta/utt_1138.wav,en,e18a22a4,Other,ho hu ho hai swagat se namaste,3.59,28.69,crowdsourced,-1,ho hu ho hai swagat se namaste
utt_1139,s3://india-speaks/raw/mr/utt_1139.wav,mr,16708886,Other,namaste mera swagat dilli mera,3.9,24.71,studio,-1,namaste mera swagat dilli mera
utt_1140,s3://india-speaks/raw/ta/utt_1140.wav,kn,8167de57,F,dilli dilli aaya mera ho kaise se swagat,2.86,46.47,call-center,-1,dilli dilli aaya mera ho kaise se swagat
utt_1144,s3://india-speaks/raw/en/utt_1144.wav,mr,f6672fc1,F,hai mera dilli dilli mera hu dilli hu ho aaya,2.66,51.29,crowdsourced,1,hai mera dilli dilli mera hu dilli hu ho aaya
utt_1145,s3://india-speaks/raw/gu/utt_1145.wav,ta,a07471b2,Other,hai hai hai dilli mera namaste,2.66,22.11,studio,1,hai hai hai dilli mera namaste
utt_1146,s3://india-speaks/raw/te/utt_1146.wav,pa,d5405ae2,Other,hai se aaya kaise namaste naam se namaste se,1.6,49.21,crowdsourced,-1,hai se aaya kaise namaste naam se namaste se
utt_1147,s3://india-speaks/raw/ta/utt_1147.wav,hi,b73e0fcd,Other,hai dilli swagat,0.79,44.94,crowdsourced,-1,hai dilli swagat
utt_1149,s3://india-speaks/raw/ta/utt_1149.wav,bn,7a2371c1,F,namaste aaya aaya se dilli mera dilli,4.81,38.6,call-center,1,namaste aaya aaya se dilli mera dilli
utt_1150,s3://india-speaks/raw/kn/utt_1150.wav,ta,b4c1d32d,F,mera mera namaste ho hu hai hai hai kaise hai,2.44,21.01,call-center,-1,mera mera namaste ho hu hai hai hai kaise hai
utt_1151,s3://india-speaks/raw/ur/utt_1151.wav,ur,2042c326,M,se aaya hai mera hai ho,3.96,31.12,crowdsourced,1,se aaya hai mera hai ho
utt_1152,s3://india-speaks/raw/bn/utt_1152.wav,ta,7950f9a8,M,namaste hai dilli se,1.22,50.95,call-center,1,namaste hai dilli se
utt_1153,s3://india-speaks/raw/en/utt_1153.wav,mr,f8119888,M,hai aapka mera hu mera hai,0.61,35.33,call-center,1,hai aapka mera hu mera hai
utt_1154,s3://india-speaks/raw/te/utt_1154.wav,ml,a360ad1d,M,se naam ho naam mera swagat aaya hai namaste,1.13,46.22,studio,1,se naam ho naam mera swagat aaya hai namaste
utt_1155,s3://india-speaks/raw/ml/utt_1155.wav,ml,30047ed4,M,mera dilli se aapka se hai hai hai,1.44,46.2,call-center,1,mera dilli se aapka se hai hai hai
utt_1156,s3://india-speaks/raw/kn/utt_1156.wav,te,1651e830,M,dilli swagat aapka swagat naam swagat ho mera hai,1.92,33.31,studio,-1,dilli swagat aapka swagat naam swagat ho mera hai
utt_1157,s3://india-speaks/raw/bn/utt_1157.wav,en,2a9ceaf9,M,hu hu hai mera ho,0.79,51.15,crowdsourced,-1,hu hu hai mera ho
utt_1160,s3://india-speaks/raw/mr/utt_1160.wav,ta,63ac9209,M,,1.11,45.2,studio,-1,nan
utt_1162,s3://india-speaks/raw/te/utt_1162.wav,ur,74a4dc7f,F,namaste aapka hai kaise,2.48,29.63,crowdsourced,-1,namaste aapka hai kaise
utt_1164,s3://india-speaks/raw/ta/utt_1164.wav,hi,921457cb,M,se hai se,1.34,30.22,crowdsourced,-1,se hai se
utt_1165,s3://india-speaks/raw/en/utt_1165.wav,en,7eea0837,Other,swagat kaise aaya naam se,4.53,30.31,crowdsourced,1,swagat kaise aaya naam se
utt_1167,s3://india-speaks/raw/hi/utt_1167.wav,bn,118a69d1,F,aaya namaste se hai kaise dilli kaise se kaise,1.63,25.74,call-center,1,aaya namaste se hai kaise dilli kaise se kaise
utt_1168,s3://india-speaks/raw/te/utt_1168.wav,hi,ffa3071c,Other,ho hu hai,4.39,47.21,studio,-1,ho hu hai
utt_1170,s3://india-speaks/raw/ta/utt_1170.wav,mr,6c7909be,M,dilli aaya hu hu,3.77,46.74,call-center,1,dilli aaya hu hu
utt_1171,s3://india-speaks/raw/ur/utt_1171.wav,ml,c12f86e7,M,,3.5,50.9,crowdsourced,1,nan
utt_1172,s3://india-speaks/raw/ur/utt_1172.wav,mr,019044be,F,aapka naam aaya naam se mera mera namaste,4.59,37.12,call-center,-1,aapka naam aaya naam se mera mera namaste
utt_1174,s3://india-speaks/raw/ta/utt_1174.wav,mr,ee5b5f99,M,ho ho namaste hai ho,4.33,25.34,call-center,1,ho ho namaste hai ho
utt_1177,s3://india-speaks/raw/hi/utt_1177.wav,ml,f88a0bc0,M,namaste aapka ho dilli hu,2.36,24.15,studio,1,namaste aapka ho dilli hu
utt_1178,s3://india-speaks/raw/ur/utt_1178.wav,en,c2caaf32,M,kaise hai aapka aaya dilli,4.76,46.94,call-center,-1,kaise hai aapka aaya dilli
utt_1179,s3://india-speaks/raw/ta/utt_1179.wav,ml,e519349f,M,hu hu se kaise mera hu aapka mera,1.47,42.03,call-center,1,hu hu se kaise mera hu aapka mera
utt_1181,s3://india-speaks/raw/ta/utt_1181.wav,gu,a7953156,Other,naam se hai aapka,2.14,39.28,studio,-1,naam se hai aapka
utt_1182,s3://india-speaks/raw/gu/utt_1182.wav,ta,06ae83cf,Other,hu ho swagat aapka hu kaise naam ho se,2.96,22.16,crowdsourced,-1,hu ho swagat aapka hu kaise naam ho se
utt_1183,s3://india-speaks/raw/ta/utt_1183.wav,pa,ce9cd6d1,F,dilli kaise aaya aapka naam hai kaise,2.1,39.06,studio,-1,dilli kaise aaya aapka naam hai kaise
utt_1184,s3://india-speaks/raw/pa/utt_1184.wav,ml,3a6e860f,F,kaise se aapka,0.51,34.91,crowdsourced,1,kaise se aapka
utt_1185,s3://india-speaks/raw/ml/utt_1185.wav,hi,43de912a,F,aapka aaya mera namaste naam,3.24,49.98,crowdsourced,-1,apka aya mera namaste nam
utt_1186,s3://india-speaks/raw/ur/utt_1186.wav,gu,8ccf4687,M,namaste ho hu,4.27,46.48,crowdsourced,1,namaste ho hu
utt_1187,s3://india-speaks/raw/ur/utt_1187.wav,mr,c0a33d99,F,hai namaste swagat se hai aaya hu mera aaya,3.21,40.83,crowdsourced,-1,hai namaste swagat se hai aaya hu mera aaya
utt_1188,s3://india-speaks/raw/en/utt_1188.wav,ml,da30125c,Other,namaste aapka mera hu se swagat hai,0.77,50.54,call-center,-1,namaste aapka mera hu se swagat hai
utt_1190,s3://india-speaks/raw/en/utt_1190.wav,kn,8082218a,M,mera namaste kaise,1.1,35.06,studio,1,mera namaste kaise
utt_1192,s3://india-speaks/raw/bn/utt_1192.wav,en,dd49246e,Other,aaya aapka se aapka swagat aapka aaya dilli swagat se,2.31,28.06,studio,1,aaya aapka se aapka swagat aapka aaya dilli swagat se
utt_1194,s3://india-speaks/raw/mr/utt_1194.wav,bn,d856fbb8,M,naam hai namaste mera aaya se hai aaya naam,1.29,52.32,call-center,-1,naam hai namaste mera aaya se hai aaya naam
utt_1195,s3://india-speaks/raw/ur/utt_1195.wav,pa,59842b4d,F,dilli swagat hai se mera ho naam swagat,3.37,24.17,crowdsourced,1,dilli swagat hai se mera ho naam swagat
utt_1196,s3://india-speaks/raw/mr/utt_1196.wav,en,8338d255,M,aapka hai hu dilli ho dilli hu se,4.78,44.6,crowdsourced,1,aapka hai hu dilli ho dilli hu se
utt_1199,s3://india-speaks/raw/te/utt_1199.wav,ur,f011a140,Other,swagat swagat mera hai hu se dilli ho mera,1.98,55.16,call-center,1,swagat swagat mera hai hu se dilli ho mera
utt_1207,s3://india-speaks/raw/pa/utt_1207.wav,en,ab49d2e0,Other,ho hai aaya,0.67,46.85,studio,-1,ho hai aaya
utt_1208,s3://india-speaks/raw/gu/utt_1208.wav,ur,59cbe6fb,F,dilli aapka swagat namaste aapka aapka ho,3.06,36.61,studio,-1,dilli aapka swagat namaste aapka aapka ho
utt_1210,s3://india-speaks/raw/en/utt_1210.wav,mr,50e6ac08,F,aaya kaise se hai naam,2.71,21.99,studio,1,aaya kaise se hai naam
utt_1211,s3://india-speaks/raw/kn/utt_1211.wav,en,163dd38b,F,namaste hai hu mera dilli dilli se mera,4.49,34.42,studio,-1,namaste hai hu mera dilli dilli se mera
utt_1212,s3://india-speaks/raw/mr/utt_1212.wav,te,c166669c,F,dilli naam kaise namaste swagat dilli namaste namaste,2.83,46.87,call-center,-1,dilli naam kaise namaste swagat dilli namaste namaste
utt_1213,s3://india-speaks/raw/ur/utt_1213.wav,en,f9e85224,Other,hu se namaste hai naam namaste,0.97,44.39,crowdsourced,1,hu se namaste hai naam namaste
utt_1216,s3://india-speaks/raw/te/utt_1216.wav,pa,0b26284b,Other,hu kaise dilli hai kaise,2.3,31.1,studio,-1,hu kaise dilli hai kaise
utt_1217,s3://india-speaks/raw/ml/utt_1217.wav,kn,0b3a0b65,Other,namaste ho namaste ho mera,4.42,41.74,call-center,-1,namaste ho namaste ho mera
utt_1218,s3://india-speaks/raw/ml/utt_1218.wav,en,3b444152,F,hai ho ho,1.91,39.69,crowdsourced,-1,hai ho ho
utt_1219,s3://india-speaks/raw/ta/utt_1219.wav,ta,c2e49d74,M,namaste ho ho,2.65,42.62,studio,-1,namaste ho ho
utt_1220,s3://india-speaks/raw/bn/utt_1220.wav,kn,47ce9b65,Other,hu mera dilli aapka aaya swagat,2.88,46.47,call-center,-1,hu mera dilli aapka aaya swagat
utt_1224,s3://india-speaks/raw/pa/utt_1224.wav,hi,d98495d5,F,swagat swagat kaise aapka namaste,4.21,33.75,studio,-1,swagat swagat kaise apka namaste
utt_1226,s3://india-speaks/raw/ml/utt_1226.wav,hi,062bd41e,F,,3.44,20.72,call-center,1,nan
utt_1227,s3://india-speaks/raw/ta/utt_1227.wav,ml,e16e1dd3,Other,mera hai aapka aaya aapka ho swagat aapka hu,4.08,55.22,crowdsourced,1,mera hai aapka aaya aapka ho swagat aapka hu
utt_1228,s3://india-speaks/raw/ur/utt_1228.wav,bn,94e7fbe0,M,hu hu ho dilli hu naam hu ho,1.21,30.49,call-center,1,hu hu ho dilli hu naam hu ho
utt_1231,s3://india-speaks/raw/mr/utt_1231.wav,en,8376f99d,F,ho se swagat namaste dilli ho,1.59,25.63,crowdsourced,-1,ho se swagat namaste dilli ho
utt_1234,s3://india-speaks/raw/hi/utt_1234.wav,te,45a14af4,F,se se swagat dilli,1.53,27.8,studio,1,se se swagat dilli
utt_1235,s3://india-speaks/raw/pa/utt_1235.wav,gu,032443e0,Other,,1.48,36.02,studio,1,nan
utt_1236,s3://india-speaks/raw/pa/utt_1236.wav,gu,5acaaec6,Other,aapka se dilli swagat kaise,4.95,24.89,call-center,-1,aapka se dilli swagat kaise
utt_1237,s3://india-speaks/raw/bn/utt_1237.wav,te,db133628,F,mera aaya dilli hai,4.98,55.53,studio,-1,mera aaya dilli hai
utt_1239,s3://india-speaks/raw/mr/utt_1239.wav,hi,12cfd1f0,Other,swagat hai kaise mera dilli dilli se aaya mera dilli,0.73,32.37,studio,-1,swagat hai kaise mera dilli dilli se aya mera dilli
utt_1240,s3://india-speaks/raw/en/utt_1240.wav,ur,94fe62d0,F,namaste hu naam swagat aaya mera,4.79,25.45,call-center,-1,namaste hu naam swagat aaya mera
utt_1241,s3://india-speaks/raw/ta/utt_1241.wav,bn,554948ee,M,kaise aaya aaya hai hu aapka dilli,1.73,23.79,crowdsourced,-1,kaise aaya aaya hai hu aapka dilli
utt_1243,s3://india-speaks/raw/pa/utt_1243.wav,ur,b286d778,F,aapka hu namaste aapka hai hu,1.79,50.1,call-center,-1,aapka hu namaste aapka hai hu
utt_1247,s3://india-speaks/raw/ml/utt_1247.wav,en,49d91117,F,hai dilli namaste se,0.82,37.32,call-center,-1,hai dilli namaste se
utt_1248,s3://india-speaks/raw/pa/utt_1248.wav,bn,1acc2923,F,ho aaya ho ho,3.33,31.65,call-center,-1,ho aaya ho ho
utt_1249,s3://india-speaks/raw/ml/utt_1249.wav,bn,717811c1,M,,0.67,46.34,studio,-1,nan
